=== lm_v3_chunked (2-block, chunked sampling from full optim.rail) ===
corpus chars=10901  vocab size=94
corpus encoded to arr (10901 ids)
seq_len=512  max offset=10388
[tgl_init] dylib=$HOME/projects/rail/tools/metal/libtensor_gpu.dylib src_path=$HOME/projects/rail/tools/metal/tensor_gpu.metal
[tgl_init] OK — 38 functions
initial loss (on one sampled chunk)=8.62960223571262  uniform=4.54329478227
training 10000 steps...
step 8870  lr=0.000636059360208394  loss=2.23541351837602
step 8871  lr=0.000634946151821945  loss=1.93429601311568
step 8872  lr=0.000633833886496161  loss=1.75273531937384
step 8873  lr=0.000632722564343048  loss=1.58212017354314
step 8874  lr=0.000631612185474517  loss=1.74693057312264
step 8875  lr=0.000630502750002384  loss=1.98299100490391
step 8876  lr=0.000629394258038364  loss=2.66250613051648
step 8877  lr=0.00062828670969409  loss=2.58206948281343
step 8878  lr=0.000627180105081086  loss=2.8177875060238
step 8879  lr=0.000626074444310788  loss=1.75061410836263
step 8880  lr=0.000624969727494538  loss=1.65542184001599
step 8881  lr=0.00062386595474358  loss=1.75082793952985
step 8882  lr=0.000622763126169064  loss=2.20223010976063
step 8883  lr=0.000621661241882044  loss=1.93461062533554
step 8884  lr=0.000620560301993479  loss=2.03800569163074
step 8885  lr=0.000619460306614238  loss=1.7515535182751
step 8886  lr=0.000618361255855087  loss=1.85466401622761
step 8887  lr=0.000617263149826699  loss=1.78846271612435
step 8888  lr=0.000616165988639655  loss=2.55769477506998
step 8889  lr=0.000615069772404441  loss=2.621703176803
step 8890  lr=0.000613974501231442  loss=1.83873965984369
step 8891  lr=0.000612880175230956  loss=3.01054834722549
step 8892  lr=0.000611786794513179  loss=1.7186907118833
step 8893  lr=0.000610694359188215  loss=1.79287293415182
step 8894  lr=0.000609602869366072  loss=2.75510775049896
step 8895  lr=0.000608512325156662  loss=1.61293315618746
step 8896  lr=0.000607422726669806  loss=2.93955433754615
step 8897  lr=0.000606334074015221  loss=2.76428851522735
step 8898  lr=0.000605246367302541  loss=2.66765334602798
step 8899  lr=0.000604159606641294  loss=2.94234264470158
step 8900  lr=0.000603073792140917  loss=2.79855194519194
step 8901  lr=0.000601988923910751  loss=2.78679655875243
step 8902  lr=0.000600905002060046  loss=1.78764185050207
step 8903  lr=0.000599822026697947  loss=2.46056025779934
step 8904  lr=0.000598739997933515  loss=2.34469651418815
step 8905  lr=0.000597658915875707  loss=2.70079312329865
step 8906  lr=0.000596578780633389  loss=1.70279929375419
step 8907  lr=0.000595499592315331  loss=2.70566660498998
step 8908  lr=0.000594421351030205  loss=2.50600004540882
step 8909  lr=0.000593344056886593  loss=2.41486242565846
step 8910  lr=0.000592267709992979  loss=2.61518228396885
step 8911  lr=0.000591192310457745  loss=2.63422703558144
step 8912  lr=0.000590117858389191  loss=1.92370665599755
step 8913  lr=0.00058904435389551  loss=2.61601298635884
step 8914  lr=0.000587971797084805  loss=1.78550763038064
step 8915  lr=0.000586900188065083  loss=2.47333206645951
step 8916  lr=0.000585829526944254  loss=2.60893360703307
step 8917  lr=0.000584759813830135  loss=2.53042927504006
step 8918  lr=0.000583691048830445  loss=1.32054575830685
step 8919  lr=0.000582623232052807  loss=2.57933525399616
step 8920  lr=0.000581556363604754  loss=2.62606697021437
step 8921  lr=0.000580490443593716  loss=1.65506515277802
step 8922  lr=0.000579425472127033  loss=1.85403937187032
step 8923  lr=0.000578361449311947  loss=1.90896048741676
step 8924  lr=0.000577298375255606  loss=2.35617163427372
step 8925  lr=0.00057623625006506  loss=2.70970302561247
step 8926  lr=0.000575175073847267  loss=2.67327953279531
step 8927  lr=0.000574114846709084  loss=1.95883507621696
step 8928  lr=0.00057305556875728  loss=2.45415255908122
step 8929  lr=0.000571997240098522  loss=2.45555010125132
step 8930  lr=0.000570939860839383  loss=1.86250293822993
step 8931  lr=0.000569883431086343  loss=1.83642598371163
step 8932  lr=0.000568827950945783  loss=1.6396763352853
step 8933  lr=0.00056777342052399  loss=1.57994456658033
step 8934  lr=0.000566719839927157  loss=1.75982230511474
step 8935  lr=0.000565667209261376  loss=2.69299434020897
step 8936  lr=0.00056461552863265  loss=2.00396067931874
step 8937  lr=0.000563564798146882  loss=2.44735219027269
step 8938  lr=0.00056251501790988  loss=1.80869595081906
step 8939  lr=0.000561466188027358  loss=2.51298703113706
step 8940  lr=0.000560418308604934  loss=1.32555320085583
step 8941  lr=0.000559371379748125  loss=2.06130612380358
step 8942  lr=0.000558325401562362  loss=2.64833540321768
step 8943  lr=0.000557280374152972  loss=2.14048167139137
step 8944  lr=0.00055623629762519  loss=2.05634607560418
step 8945  lr=0.000555193172084154  loss=2.3874497688705
step 8946  lr=0.000554150997634908  loss=1.7223579409892
step 8947  lr=0.000553109774382397  loss=2.56799812765957
step 8948  lr=0.000552069502431475  loss=2.61804596811795
step 8949  lr=0.000551030181886893  loss=2.36383999992813
step 8950  lr=0.000549991812853315  loss=2.33670373054399
step 8951  lr=0.000548954395435303  loss=1.93325137763029
step 8952  lr=0.000547917929737324  loss=1.72663597702096
step 8953  lr=0.000546882415863751  loss=1.8244604450033
step 8954  lr=0.00054584785391886  loss=2.05306723481136
step 8955  lr=0.000544814244006832  loss=1.74143885620891
step 8956  lr=0.000543781586231752  loss=1.65757296413562
step 8957  lr=0.000542749880697604  loss=2.01678972155478
step 8958  lr=0.000541719127508288  loss=2.44637183220128
step 8959  lr=0.000540689326767595  loss=2.80233476859503
step 8960  lr=0.000539660478579228  loss=1.73675134981132
step 8961  lr=0.000538632583046792  loss=1.72847609851244
step 8962  lr=0.000537605640273796  loss=1.77687220328466
step 8963  lr=0.000536579650363653  loss=2.00886703098294
step 8964  lr=0.000535554613419682  loss=1.56070579063292
step 8965  lr=0.0005345305295451  loss=1.7919694776984
step 8966  lr=0.000533507398843037  loss=1.71352220175147
step 8967  lr=0.000532485221416519  loss=1.80491547734125
step 8968  lr=0.000531463997368479  loss=2.3838538319941
step 8969  lr=0.000530443726801756  loss=1.69751810015657
step 8970  lr=0.000529424409819093  loss=2.90289632055715
step 8971  lr=0.000528406046523129  loss=1.70612582348145
step 8972  lr=0.000527388637016419  loss=2.36044382746075
step 8973  lr=0.000526372181401414  loss=1.78527556177355
step 8974  lr=0.000525356679780471  loss=2.6015447593753
step 8975  lr=0.000524342132255851  loss=1.79183624278472
step 8976  lr=0.000523328538929718  loss=1.63046819679745
step 8977  lr=0.000522315899904144  loss=1.72349892079615
step 8978  lr=0.000521304215281099  loss=2.60127697920767
step 8979  lr=0.000520293485162459  loss=2.64030110019301
step 8980  lr=0.000519283709650006  loss=2.58932370408151
step 8981  lr=0.000518274888845424  loss=3.03117909136961
step 8982  lr=0.000517267022850301  loss=2.52238456445397
step 8983  lr=0.000516260111766131  loss=1.78309160225495
step 8984  lr=0.000515254155694306  loss=2.5148647009267
step 8985  lr=0.000514249154736129  loss=1.81734277949095
step 8986  lr=0.000513245108992802  loss=2.47070120916362
step 8987  lr=0.000512242018565434  loss=1.86085471706306
step 8988  lr=0.000511239883555035  loss=2.41966560767022
step 8989  lr=0.00051023870406252  loss=2.77473490289855
step 8990  lr=0.000509238480188707  loss=2.66369846341903
step 8991  lr=0.000508239212034322  loss=2.03090818115704
step 8992  lr=0.000507240899699984  loss=2.44578861519552
step 8993  lr=0.000506243543286232  loss=2.33915101928622
step 8994  lr=0.000505247142893493  loss=2.47121712103377
step 8995  lr=0.000504251698622108  loss=2.58654650623179
step 8996  lr=0.000503257210572317  loss=2.55620670222427
step 8997  lr=0.000502263678844266  loss=1.72344556495819
step 8998  lr=0.000501271103537999  loss=2.35240351151356
step 8999  lr=0.000500279484753476  loss=2.6156727796894
step 9000  lr=0.000499288822590547  loss=1.85367770592672
step 9001  lr=0.000498299117148974  loss=2.45655669589307
step 9002  lr=0.00049731036852842  loss=2.1057471456129
step 9003  lr=0.000496322576828451  loss=2.48223034305755
step 9004  lr=0.000495335742148539  loss=2.28687697302647
step 9005  lr=0.00049434986458806  loss=1.68588023798737
step 9006  lr=0.000493364944246285  loss=1.70893951516042
step 9007  lr=0.000492380981222404  loss=2.60259344952917
step 9008  lr=0.000491397975615496  loss=1.7099287536281
step 9009  lr=0.000490415927524552  loss=2.60296863136134
step 9010  lr=0.000489434837048465  loss=1.81920283210065
step 9011  lr=0.000488454704286029  loss=2.35478895105654
step 9012  lr=0.000487475529335943  loss=1.74504377081333
step 9013  lr=0.000486497312296813  loss=2.43636204730821
step 9014  lr=0.00048552005326714  loss=1.5940672935636
step 9015  lr=0.000484543752345341  loss=2.49567506837258
step 9016  lr=0.000483568409629724  loss=2.43321463289928
step 9017  lr=0.000482594025218508  loss=2.89496676606842
step 9018  lr=0.000481620599209813  loss=2.52470475202935
step 9019  lr=0.000480648131701663  loss=1.68622912451793
step 9020  lr=0.000479676622791986  loss=1.79472831178502
step 9021  lr=0.000478706072578614  loss=1.88031926900638
step 9022  lr=0.000477736481159277  loss=1.66250917808294
step 9023  lr=0.000476767848631618  loss=2.40894077847561
step 9024  lr=0.000475800175093176  loss=2.58012882857337
step 9025  lr=0.000474833460641395  loss=1.71048743377207
step 9026  lr=0.000473867705373624  loss=1.91436479150768
step 9027  lr=0.000472902909387114  loss=2.44361134310079
step 9028  lr=0.000471939072779022  loss=2.62269889543354
step 9029  lr=0.000470976195646404  loss=2.48747071610997
step 9030  lr=0.00047001427808622  loss=2.57832918918122
step 9031  lr=0.000469053320195341  loss=1.38105317035514
step 9032  lr=0.000468093322070531  loss=2.62190812663036
step 9033  lr=0.000467134283808461  loss=1.79651887175092
step 9034  lr=0.000466176205505708  loss=2.81519529241918
step 9035  lr=0.000465219087258753  loss=1.80309112964488
step 9036  lr=0.000464262929163971  loss=2.94847434864199
step 9037  lr=0.000463307731317655  loss=2.09847577161985
step 9038  lr=0.000462353493815987  loss=2.77824757427715
step 9039  lr=0.000461400216755061  loss=2.91140066251738
step 9040  lr=0.000460447900230874  loss=2.63324854976746
step 9041  lr=0.000459496544339321  loss=1.65639112104172
step 9042  lr=0.000458546149176204  loss=1.60208649059652
step 9043  lr=0.000457596714837232  loss=1.7732180628048
step 9044  lr=0.000456648241418006  loss=1.81467581178452
step 9045  lr=0.000455700729014045  loss=1.82329049712249
step 9046  lr=0.000454754177720756  loss=2.71509189092658
step 9047  lr=0.000453808587633462  loss=2.58409147857358
step 9048  lr=0.00045286395884738  loss=1.96142395473547
step 9049  lr=0.000451920291457638  loss=2.04600511172139
step 9050  lr=0.000450977585559261  loss=1.73987608732355
step 9051  lr=0.000450035841247181  loss=2.71838680090909
step 9052  lr=0.000449095058616228  loss=2.86603430062284
step 9053  lr=0.000448155237761143  loss=1.88706399352005
step 9054  lr=0.000447216378776564  loss=2.47526306542988
step 9055  lr=0.000446278481757033  loss=1.67980503668217
step 9056  lr=0.000445341546796999  loss=1.79183047523202
step 9057  lr=0.000444405573990808  loss=2.39272446896476
step 9058  lr=0.000443470563432716  loss=1.93312833007207
step 9059  lr=0.000442536515216877  loss=2.6302797049533
step 9060  lr=0.000441603429437347  loss=2.03113756551683
step 9061  lr=0.000440671306188094  loss=2.60420912338526
step 9062  lr=0.000439740145562977  loss=2.62056710395499
step 9063  lr=0.000438809947655764  loss=2.62051864068559
step 9064  lr=0.00043788071256013  loss=1.89632076449443
step 9065  lr=0.000436952440369646  loss=2.71181613129833
step 9066  lr=0.00043602513117779  loss=2.09833552957736
step 9067  lr=0.00043509878507794  loss=1.37089186381298
step 9068  lr=0.000434173402163381  loss=1.98474133786847
step 9069  lr=0.000433248982527299  loss=2.81790511635605
step 9070  lr=0.000432325526262785  loss=2.10420646484276
step 9071  lr=0.000431403033462825  loss=2.64486249033823
step 9072  lr=0.00043048150422032  loss=1.65941428800912
step 9073  lr=0.000429560938628065  loss=2.45068671939007
step 9074  lr=0.000428641336778761  loss=2.09505231542215
step 9075  lr=0.000427722698765013  loss=2.6733516571429
step 9076  lr=0.000426805024679328  loss=1.64130544200669
step 9077  lr=0.000425888314614113  loss=2.73188678296183
step 9078  lr=0.000424972568661687  loss=2.50640585336378
step 9079  lr=0.000424057786914257  loss=1.70755586715669
step 9080  lr=0.000423143969463948  loss=1.34912851534008
step 9081  lr=0.000422231116402778  loss=2.63446057496915
step 9082  lr=0.000421319227822674  loss=2.56157355145369
step 9083  lr=0.00042040830381546  loss=2.81568047210032
step 9084  lr=0.000419498344472868  loss=2.64757314375129
step 9085  lr=0.000418589349886532  loss=2.79948822517215
step 9086  lr=0.000417681320147987  loss=1.51275897486929
step 9087  lr=0.000416774255348668  loss=2.80045890599828
step 9088  lr=0.00041586815557992  loss=1.2378899665797
step 9089  lr=0.000414963020932988  loss=2.60612988447912
step 9090  lr=0.000414058851499016  loss=2.6150124634358
step 9091  lr=0.000413155647369056  loss=2.57259821191817
step 9092  lr=0.000412253408634061  loss=1.60165077394518
step 9093  lr=0.000411352135384883  loss=2.73656096717997
step 9094  lr=0.000410451827712285  loss=1.82413164133527
step 9095  lr=0.000409552485706924  loss=2.49277869828963
step 9096  lr=0.000408654109459367  loss=1.79461882399841
step 9097  lr=0.000407756699060077  loss=1.59590793517137
step 9098  lr=0.000406860254599425  loss=1.80408358524404
step 9099  lr=0.000405964776167683  loss=1.81592148637257
step 9100  lr=0.000405070263855027  loss=1.86163798156944
step 9101  lr=0.000404176717751531  loss=2.80988898831847
step 9102  lr=0.000403284137947179  loss=2.29008083799727
step 9103  lr=0.000402392524531849  loss=2.64486605642249
step 9104  lr=0.000401501877595332  loss=2.52516817853005
step 9105  lr=0.000400612197227311  loss=1.72142995514422
step 9106  lr=0.00039972348351738  loss=1.67811524735088
step 9107  lr=0.000398835736555031  loss=1.87418198614391
step 9108  lr=0.000397948956429662  loss=2.36322610239407
step 9109  lr=0.000397063143230569  loss=1.92918064728018
step 9110  lr=0.000396178297046956  loss=3.0192986833694
step 9111  lr=0.000395294417967925  loss=2.76335467223806
step 9112  lr=0.000394411506082483  loss=1.64716213256673
step 9113  lr=0.00039352956147954  loss=2.52645215562562
step 9114  lr=0.000392648584247907  loss=1.82100223778441
step 9115  lr=0.000391768574476299  loss=2.55040161640334
step 9116  lr=0.000390889532253333  loss=1.63967234215629
step 9117  lr=0.000390011457667526  loss=2.49116713386214
step 9118  lr=0.000389134350807305  loss=2.65362468178612
step 9119  lr=0.000388258211760991  loss=2.51839646928877
step 9120  lr=0.000387383040616811  loss=1.99761352528423
step 9121  lr=0.000386508837462897  loss=1.72802194055396
step 9122  lr=0.00038563560238728  loss=2.27852797713013
step 9123  lr=0.000384763335477893  loss=2.03592448414357
step 9124  lr=0.000383892036822578  loss=1.78561593111898
step 9125  lr=0.00038302170650907  loss=1.97328235130954
step 9126  lr=0.000382152344625014  loss=2.50048582688243
step 9127  lr=0.000381283951257952  loss=2.96407296723704
step 9128  lr=0.000380416526495334  loss=2.00968360916678
step 9129  lr=0.000379550070424509  loss=1.79314548632337
step 9130  lr=0.000378684583132729  loss=2.57385684220073
step 9131  lr=0.000377820064707146  loss=2.53590244010159
step 9132  lr=0.000376956515234822  loss=2.29638617660189
step 9133  lr=0.000376093934802711  loss=2.08492495882503
step 9134  lr=0.00037523232349768  loss=2.33741741468124
step 9135  lr=0.000374371681406489  loss=1.58694794134213
step 9136  lr=0.000373512008615806  loss=2.51306776556119
step 9137  lr=0.000372653305212201  loss=1.65756742253177
step 9138  lr=0.000371795571282145  loss=1.77833980819274
step 9139  lr=0.00037093880691201  loss=1.98423571361829
step 9140  lr=0.000370083012188077  loss=2.40178538486349
step 9141  lr=0.000369228187196519  loss=2.71253196293084
step 9142  lr=0.000368374332023419  loss=1.95609306604343
step 9143  lr=0.000367521446754759  loss=2.75942909077343
step 9144  lr=0.000366669531476428  loss=2.05005316109197
step 9145  lr=0.00036581858627421  loss=2.2760550342873
step 9146  lr=0.000364968611233799  loss=1.6798123163445
step 9147  lr=0.000364119606440784  loss=1.7673126168557
step 9148  lr=0.00036327157198066  loss=2.51380560232796
step 9149  lr=0.000362424507938826  loss=2.02484966127013
step 9150  lr=0.00036157841440058  loss=1.74071787481502
step 9151  lr=0.000360733291451124  loss=2.4724615921553
step 9152  lr=0.000359889139175561  loss=2.34338273700688
step 9153  lr=0.0003590459576589  loss=1.64143673243112
step 9154  lr=0.000358203746986046  loss=2.71186483073334
step 9155  lr=0.00035736250724181  loss=1.74122057123843
step 9156  lr=0.000356522238510907  loss=1.84284991331497
step 9157  lr=0.00035568294087795  loss=2.4265765825745
step 9158  lr=0.000354844614427456  loss=2.60615836296025
step 9159  lr=0.000354007259243848  loss=2.56704376988615
step 9160  lr=0.000353170875411444  loss=2.47828385052283
step 9161  lr=0.000352335463014468  loss=2.00492971885795
step 9162  lr=0.000351501022137047  loss=1.61075826184579
step 9163  lr=0.00035066755286321  loss=2.54787603915573
step 9164  lr=0.000349835055276886  loss=2.93125055732025
step 9165  lr=0.000349003529461909  loss=2.10563461876121
step 9166  lr=0.000348172975502009  loss=1.63427679496871
step 9167  lr=0.00034734339348083  loss=2.39503490831963
step 9168  lr=0.000346514783481906  loss=2.17308056869761
step 9169  lr=0.000345687145588679  loss=1.93795562637276
step 9170  lr=0.000344860479884491  loss=1.55459382006735
step 9171  lr=0.000344034786452591  loss=2.62681457705549
step 9172  lr=0.000343210065376122  loss=2.64560123278031
step 9173  lr=0.000342386316738136  loss=1.70687533086268
step 9174  lr=0.000341563540621582  loss=2.61987776692233
step 9175  lr=0.000340741737109318  loss=2.60374504422622
step 9176  lr=0.000339920906284095  loss=2.84451789926282
step 9177  lr=0.000339101048228573  loss=2.82023824837178
step 9178  lr=0.000338282163025311  loss=2.61589956528779
step 9179  lr=0.000337464250756769  loss=2.47208437571037
step 9180  lr=0.000336647311505315  loss=2.63159122684473
step 9181  lr=0.000335831345353212  loss=3.05776119432277
step 9182  lr=0.000335016352382627  loss=2.37569095724451
step 9183  lr=0.000334202332675633  loss=1.72589609131548
step 9184  lr=0.000333389286314197  loss=2.39558029623393
step 9185  lr=0.000332577213380196  loss=2.4650473804622
step 9186  lr=0.000331766113955406  loss=2.52345845291524
step 9187  lr=0.000330955988121504  loss=2.61454293798875
step 9188  lr=0.000330146835960068  loss=2.25545343899277
step 9189  lr=0.000329338657552583  loss=2.45764585558737
step 9190  lr=0.00032853145298043  loss=2.85637698813198
step 9191  lr=0.000327725222324894  loss=2.65687606253918
step 9192  lr=0.000326919965667163  loss=1.87306910176324
step 9193  lr=0.000326115683088328  loss=2.65367010066059
step 9194  lr=0.000325312374669379  loss=2.59113244004528
step 9195  lr=0.000324510040491209  loss=2.45625220878235
step 9196  lr=0.000323708680634612  loss=2.37213254535714
step 9197  lr=0.000322908295180289  loss=1.8212510531984
step 9198  lr=0.000322108884208834  loss=1.92583796689975
step 9199  lr=0.000321310447800749  loss=2.86179381468082
step 9200  lr=0.000320512986036438  loss=2.50965997846563
step 9201  lr=0.000319716498996203  loss=1.24744042583636
step 9202  lr=0.000318920986760253  loss=1.82280660176652
step 9203  lr=0.000318126449408695  loss=1.65863862118947
step 9204  lr=0.000317332887021538  loss=1.71982544672559
step 9205  lr=0.000316540299678695  loss=2.5979798781247
step 9206  lr=0.000315748687459979  loss=2.92106389644169
step 9207  lr=0.000314958050445104  loss=1.84529314187849
step 9208  lr=0.000314168388713689  loss=1.98124228827358
step 9209  lr=0.000313379702345252  loss=1.76264022933229
step 9210  lr=0.000312591991419214  loss=1.82985504556142
step 9211  lr=0.000311805256014899  loss=2.58279365412933
step 9212  lr=0.000311019496211526  loss=2.43256090407512
step 9213  lr=0.000310234712088228  loss=2.10130200297794
step 9214  lr=0.000309450903724028  loss=2.45254658262381
step 9215  lr=0.000308668071197857  loss=2.41366076953009
step 9216  lr=0.000307886214588545  loss=1.57706371181553
step 9217  lr=0.000307105333974829  loss=2.56343219905675
step 9218  lr=0.000306325429435337  loss=2.50764611750573
step 9219  lr=0.000305546501048611  loss=2.47282077067754
step 9220  lr=0.000304768548893087  loss=1.8199648694441
step 9221  lr=0.000303991573047105  loss=2.28023506173082
step 9222  lr=0.000303215573588905  loss=1.96194204679115
step 9223  lr=0.000302440550596633  loss=1.79139258847471
step 9224  lr=0.000301666504148331  loss=1.24416530557794
step 9225  lr=0.000300893434321948  loss=2.91929018352974
step 9226  lr=0.00030012134119533  loss=1.63462523275564
step 9227  lr=0.000299350224846228  loss=2.3505602104694
step 9228  lr=0.000298580085352292  loss=1.80909468650433
step 9229  lr=0.000297810922791076  loss=2.03964654298833
step 9230  lr=0.000297042737240035  loss=1.73558887451146
step 9231  lr=0.000296275528776525  loss=1.70981661093806
step 9232  lr=0.000295509297477805  loss=1.71341842155635
step 9233  lr=0.000294744043421031  loss=2.77120705508709
step 9234  lr=0.000293979766683268  loss=1.6855747512189
step 9235  lr=0.000293216467341475  loss=2.58678793503232
step 9236  lr=0.000292454145472519  loss=1.80485081180072
step 9237  lr=0.000291692801153165  loss=1.76527992757141
step 9238  lr=0.000290932434460082  loss=2.59828729923464
step 9239  lr=0.000290173045469834  loss=2.51325473462247
step 9240  lr=0.000289414634258898  loss=2.02319623773771
step 9241  lr=0.00028865720090364  loss=2.61202091616736
step 9242  lr=0.000287900745480337  loss=2.47649535641244
step 9243  lr=0.000287145268065163  loss=2.95548695430316
step 9244  lr=0.000286390768734195  loss=1.65201385238977
step 9245  lr=0.000285637247563411  loss=2.33140804519713
step 9246  lr=0.000284884704628691  loss=1.77129433030762
step 9247  lr=0.000284133140005813  loss=2.58027018975995
step 9248  lr=0.000283382553770464  loss=2.89942599374328
step 9249  lr=0.000282632945998226  loss=2.69814129809755
step 9250  lr=0.000281884316764583  loss=1.7618239729912
step 9251  lr=0.000281136666144924  loss=1.75677333775684
step 9252  lr=0.000280389994214538  loss=1.74909091963338
step 9253  lr=0.000279644301048613  loss=1.65773538939161
step 9254  lr=0.000278899586722241  loss=1.79469848221597
step 9255  lr=0.000278155851310414  loss=1.83920426007078
step 9256  lr=0.000277413094888027  loss=2.48506094202802
step 9257  lr=0.000276671317529875  loss=2.98470994258495
step 9258  lr=0.000275930519310655  loss=1.64378260072855
step 9259  lr=0.000275190700304967  loss=1.59601353774774
step 9260  lr=0.000274451860587309  loss=1.86713547983409
step 9261  lr=0.000273714000232081  loss=2.48007678133472
step 9262  lr=0.00027297711931359  loss=2.91763805800239
step 9263  lr=0.000272241217906035  loss=2.49051986079871
step 9264  lr=0.000271506296083524  loss=2.62990936176561
step 9265  lr=0.000270772353920061  loss=2.16427734509909
step 9266  lr=0.000270039391489557  loss=2.62755495834071
step 9267  lr=0.00026930740886582  loss=2.51592026999394
step 9268  lr=0.000268576406122561  loss=1.681663682427
step 9269  lr=0.000267846383333391  loss=2.42714988047467
step 9270  lr=0.000267117340571824  loss=1.57978826635529
step 9271  lr=0.000266389277911275  loss=1.76356934981114
step 9272  lr=0.000265662195425059  loss=2.59050073749191
step 9273  lr=0.000264936093186394  loss=2.10142702843552
step 9274  lr=0.000264210971268397  loss=2.40904670271514
step 9275  lr=0.00026348682974409  loss=2.52998061972316
step 9276  lr=0.000262763668686393  loss=2.37857138934388
step 9277  lr=0.000262041488168127  loss=1.82835524519714
step 9278  lr=0.000261320288262017  loss=1.80752345491236
step 9279  lr=0.000260600069040688  loss=1.7924563693165
step 9280  lr=0.000259880830576665  loss=2.51523514309461
step 9281  lr=0.000259162572942376  loss=1.59605105679543
step 9282  lr=0.00025844529621015  loss=1.72637335881143
step 9283  lr=0.000257729000452215  loss=2.75450618727146
step 9284  lr=0.000257013685740705  loss=2.36932164933508
step 9285  lr=0.000256299352147649  loss=2.37156268571787
step 9286  lr=0.000255585999744981  loss=1.97219939629092
step 9287  lr=0.000254873628604536  loss=1.79409695589053
step 9288  lr=0.000254162238798051  loss=2.68167199917467
step 9289  lr=0.000253451830397161  loss=2.90610260279204
step 9290  lr=0.000252742403473407  loss=2.64317655614617
step 9291  lr=0.000252033958098223  loss=2.00497829755058
step 9292  lr=0.000251326494342956  loss=1.81972100559826
step 9293  lr=0.000250620012278843  loss=2.62479000218245
step 9294  lr=0.000249914511977027  loss=1.70118879578999
step 9295  lr=0.000249209993508555  loss=1.78453547076379
step 9296  lr=0.000248506456944367  loss=2.66399586173904
step 9297  lr=0.000247803902355314  loss=1.705719345435
step 9298  lr=0.000247102329812142  loss=1.88197226076533
step 9299  lr=0.000246401739385496  loss=2.3354208172202
step 9300  lr=0.00024570213114593  loss=2.87852097758586
step 9301  lr=0.000245003505163891  loss=2.3481861638755
step 9302  lr=0.000244305861509734  loss=1.57616137433281
step 9303  lr=0.000243609200253708  loss=2.6288638404809
step 9304  lr=0.000242913521465969  loss=1.81260510690511
step 9305  lr=0.000242218825216571  loss=2.61891151524893
step 9306  lr=0.000241525111575472  loss=2.51162457450519
step 9307  lr=0.000240832380612526  loss=2.3816522301534
step 9308  lr=0.000240140632397493  loss=2.61031402832833
step 9309  lr=0.00023944986700003  loss=1.78890520146724
step 9310  lr=0.0002387600844897  loss=2.4645380354953
step 9311  lr=0.000238071284935961  loss=2.62483714000836
step 9312  lr=0.000237383468408178  loss=2.64896461548054
step 9313  lr=0.000236696634975611  loss=2.1829430849418
step 9314  lr=0.000236010784707427  loss=2.89971530538596
step 9315  lr=0.000235325917672689  loss=2.56400758560156
step 9316  lr=0.000234642033940363  loss=1.95242921332173
step 9317  lr=0.000233959133579318  loss=2.56223588079481
step 9318  lr=0.000233277216658321  loss=2.45115129463888
step 9319  lr=0.000232596283246042  loss=2.4961232173199
step 9320  lr=0.000231916333411049  loss=2.50441932013486
step 9321  lr=0.000231237367221814  loss=2.42007002440764
step 9322  lr=0.000230559384746709  loss=2.78437886789334
step 9323  lr=0.000229882386054006  loss=2.97265526809253
step 9324  lr=0.00022920637121188  loss=2.83337339747122
step 9325  lr=0.000228531340288406  loss=2.62603538429699
step 9326  lr=0.000227857293351557  loss=2.61383640048574
step 9327  lr=0.000227184230469212  loss=2.71206149492955
step 9328  lr=0.000226512151709147  loss=1.8314858625958
step 9329  lr=0.000225841057139041  loss=2.99541096677586
step 9330  lr=0.000225170946826474  loss=2.59587285601037
step 9331  lr=0.000224501820838925  loss=1.85505137286177
step 9332  lr=0.000223833679243775  loss=1.72474963397693
step 9333  lr=0.000223166522108306  loss=2.81003568549604
step 9334  lr=0.000222500349499699  loss=2.03030869477568
step 9335  lr=0.000221835161485042  loss=1.79384124674637
step 9336  lr=0.000221170958131315  loss=1.76052601005564
step 9337  lr=0.000220507739505406  loss=2.6400271323188
step 9338  lr=0.000219845505674099  loss=2.88035193730293
step 9339  lr=0.000219184256704082  loss=1.80473115162057
step 9340  lr=0.000218523992661943  loss=1.501827803989
step 9341  lr=0.000217864713614172  loss=2.4608455193326
step 9342  lr=0.000217206419627154  loss=1.90018389733664
step 9343  lr=0.000216549110767184  loss=2.82601897201254
step 9344  lr=0.00021589278710045  loss=2.34210286157632
step 9345  lr=0.000215237448693044  loss=1.79108081411083
step 9346  lr=0.00021458309561096  loss=1.83679442839758
step 9347  lr=0.00021392972792009  loss=2.64993780341403
step 9348  lr=0.000213277345686229  loss=1.86365827533949
step 9349  lr=0.000212625948975071  loss=1.83045043482357
step 9350  lr=0.000211975537852214  loss=1.61269665178168
step 9351  lr=0.00021132611238315  loss=1.85977497060055
step 9352  lr=0.000210677672633279  loss=2.60753263742825
step 9353  lr=0.0002100302186679  loss=2.24012800178811
step 9354  lr=0.000209383750552209  loss=2.60852374682171
step 9355  lr=0.000208738268351307  loss=1.69010445664742
step 9356  lr=0.000208093772130192  loss=2.55490021735483
step 9357  lr=0.000207450261953769  loss=2.0546602704921
step 9358  lr=0.000206807737886835  loss=1.74080569561826
step 9359  lr=0.000206166199994093  loss=2.51272286125879
step 9360  lr=0.000205525648340148  loss=2.34317350861379
step 9361  lr=0.000204886082989502  loss=2.34035254587089
